date,search,name,current_price,old_price,link,source
2026-04-22,wheat flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,wheat flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,wheat flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,wheat flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,wheat flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,wheat flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,wheat flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,wheat flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,wheat flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,wheat flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,wheat flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,wheat flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,wheat flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,wheat flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,wheat flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,wheat flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,wheat flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,wheat flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,wheat flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,wheat flour,Ajab Premium Fortified Sifted Maize Meal 2Kg,KES 162.00,KES 177.00,https://www.quickmart.co.ke/ajab-premium-fortified-sifted-maize-meal-2kg-33,Quickmart
2026-04-22,maize flour,Lato Esl Pouch 500Ml,KES 59.00,No discount,https://www.quickmart.co.ke/lato-esl-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Quick Choice Esl Milk 500Ml,KES 44.00,KES 50.00,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-28,Quickmart
2026-04-22,maize flour,Pembe Maize Flour 2Kg,KES 170.00,No discount,https://www.quickmart.co.ke/pembe-maize-flour-2kg-31,Quickmart
2026-04-22,maize flour,Brookside Dairy Best Milk 500Ml,KES 58.00,KES 61.00,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-23,Quickmart
2026-04-22,maize flour,Pumpkin Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/pumpkin-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Tuzo Whole Fino Milk 500Ml,KES 53.00,KES 60.00,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-23,Quickmart
2026-04-22,maize flour,Jogoo Maize Meal 2Kg,KES 168.00,No discount,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-31,Quickmart
2026-04-22,maize flour,Dormans Instant Coffee 1.6G,KES 11.00,No discount,https://www.quickmart.co.ke/dormans-instant-coffee-1.6g-23,Quickmart
2026-04-22,maize flour,Lato Fino Pouch 500Ml,KES 60.00,No discount,https://www.quickmart.co.ke/lato-fino-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Brookside Uht Whole Milk 1Ltr,KES 159.00,No discount,https://www.quickmart.co.ke/brookside-uht-whole-milk-1ltr-23,Quickmart
2026-04-22,maize flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,maize flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,maize flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,maize flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,maize flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,maize flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,maize flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,maize flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,maize flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,maize flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,maize flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,maize flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,maize flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,maize flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,maize flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,maize flour,Molo Esl Uht Pouch Milk 500Ml,KES 49.00,KES 56.00,https://www.quickmart.co.ke/molo-esl-uht-pouch-milk-500ml-23,Quickmart
2026-04-22,maize flour,Lato Esl Pouch 500Ml,KES 59.00,No discount,https://www.quickmart.co.ke/lato-esl-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Quick Choice Esl Milk 500Ml,KES 44.00,KES 50.00,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-28,Quickmart
2026-04-22,maize flour,Pembe Maize Flour 2Kg,KES 170.00,No discount,https://www.quickmart.co.ke/pembe-maize-flour-2kg-31,Quickmart
2026-04-22,maize flour,Brookside Dairy Best Milk 500Ml,KES 58.00,KES 61.00,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-23,Quickmart
2026-04-22,maize flour,Pumpkin Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/pumpkin-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Tuzo Whole Fino Milk 500Ml,KES 53.00,KES 60.00,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-23,Quickmart
2026-04-22,maize flour,Jogoo Maize Meal 2Kg,KES 168.00,No discount,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-31,Quickmart
2026-04-22,maize flour,Dormans Instant Coffee 1.6G,KES 11.00,No discount,https://www.quickmart.co.ke/dormans-instant-coffee-1.6g-23,Quickmart
2026-04-22,maize flour,Lato Fino Pouch 500Ml,KES 60.00,No discount,https://www.quickmart.co.ke/lato-fino-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Brookside Uht Whole Milk 1Ltr,KES 159.00,No discount,https://www.quickmart.co.ke/brookside-uht-whole-milk-1ltr-23,Quickmart
2026-04-22,maize flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,maize flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,maize flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,maize flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,maize flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,maize flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,maize flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,maize flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,maize flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,maize flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,maize flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,maize flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,maize flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,maize flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,maize flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,maize flour,Molo Esl Uht Pouch Milk 500Ml,KES 49.00,KES 56.00,https://www.quickmart.co.ke/molo-esl-uht-pouch-milk-500ml-23,Quickmart
2026-04-22,maize flour,Lato Esl Pouch 500Ml,KES 59.00,No discount,https://www.quickmart.co.ke/lato-esl-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Quick Choice Esl Milk 500Ml,KES 44.00,KES 50.00,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-28,Quickmart
2026-04-22,maize flour,Pembe Maize Flour 2Kg,KES 170.00,No discount,https://www.quickmart.co.ke/pembe-maize-flour-2kg-31,Quickmart
2026-04-22,maize flour,Brookside Dairy Best Milk 500Ml,KES 58.00,KES 61.00,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-23,Quickmart
2026-04-22,maize flour,Pumpkin Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/pumpkin-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Tuzo Whole Fino Milk 500Ml,KES 53.00,KES 60.00,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-23,Quickmart
2026-04-22,maize flour,Jogoo Maize Meal 2Kg,KES 168.00,No discount,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-31,Quickmart
2026-04-22,maize flour,Dormans Instant Coffee 1.6G,KES 11.00,No discount,https://www.quickmart.co.ke/dormans-instant-coffee-1.6g-23,Quickmart
2026-04-22,maize flour,Lato Fino Pouch 500Ml,KES 60.00,No discount,https://www.quickmart.co.ke/lato-fino-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Brookside Uht Whole Milk 1Ltr,KES 159.00,No discount,https://www.quickmart.co.ke/brookside-uht-whole-milk-1ltr-23,Quickmart
2026-04-22,maize flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,maize flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,maize flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,maize flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,maize flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,maize flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,maize flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,maize flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,maize flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,maize flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,maize flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,maize flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,maize flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,maize flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,maize flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,maize flour,Kasuku Superior Exercise Book 120Pgs Sl A5,KES 74.00,No discount,https://www.quickmart.co.ke/kasuku-superior-exercise-book-120pgs-sl-a5-29,Quickmart
2026-04-22,maize flour,Lato Esl Pouch 500Ml,KES 59.00,No discount,https://www.quickmart.co.ke/lato-esl-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Quick Choice Esl Milk 500Ml,KES 44.00,KES 50.00,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-28,Quickmart
2026-04-22,maize flour,Pembe Maize Flour 2Kg,KES 170.00,No discount,https://www.quickmart.co.ke/pembe-maize-flour-2kg-31,Quickmart
2026-04-22,maize flour,Brookside Dairy Best Milk 500Ml,KES 58.00,KES 61.00,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-23,Quickmart
2026-04-22,maize flour,Pumpkin Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/pumpkin-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Tuzo Whole Fino Milk 500Ml,KES 53.00,KES 60.00,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-23,Quickmart
2026-04-22,maize flour,Jogoo Maize Meal 2Kg,KES 168.00,No discount,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-31,Quickmart
2026-04-22,maize flour,Dormans Instant Coffee 1.6G,KES 11.00,No discount,https://www.quickmart.co.ke/dormans-instant-coffee-1.6g-23,Quickmart
2026-04-22,maize flour,Lato Fino Pouch 500Ml,KES 60.00,No discount,https://www.quickmart.co.ke/lato-fino-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Brookside Uht Whole Milk 1Ltr,KES 159.00,No discount,https://www.quickmart.co.ke/brookside-uht-whole-milk-1ltr-23,Quickmart
2026-04-22,maize flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,maize flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,maize flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,maize flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,maize flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,maize flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,maize flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,maize flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,maize flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,maize flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,maize flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,maize flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,maize flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,maize flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,maize flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,maize flour,Kasuku Superior Exercise Book 120Pgs Sl A5,KES 74.00,No discount,https://www.quickmart.co.ke/kasuku-superior-exercise-book-120pgs-sl-a5-29,Quickmart
2026-04-22,maize flour,Lato Esl Pouch 500Ml,KES 59.00,No discount,https://www.quickmart.co.ke/lato-esl-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Quick Choice Esl Milk 500Ml,KES 44.00,KES 50.00,https://www.quickmart.co.ke/quick-choice-esl-milk-500ml-28,Quickmart
2026-04-22,maize flour,Pembe Maize Flour 2Kg,KES 170.00,No discount,https://www.quickmart.co.ke/pembe-maize-flour-2kg-31,Quickmart
2026-04-22,maize flour,Brookside Dairy Best Milk 500Ml,KES 58.00,KES 61.00,https://www.quickmart.co.ke/brookside-dairy-best-milk-500ml-23,Quickmart
2026-04-22,maize flour,Pumpkin Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/pumpkin-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Tuzo Whole Fino Milk 500Ml,KES 53.00,KES 60.00,https://www.quickmart.co.ke/tuzo-whole-fino-milk-500ml-23,Quickmart
2026-04-22,maize flour,Jogoo Maize Meal 2Kg,KES 168.00,No discount,https://www.quickmart.co.ke/jogoo-maize-meal-2kg-31,Quickmart
2026-04-22,maize flour,Dormans Instant Coffee 1.6G,KES 11.00,No discount,https://www.quickmart.co.ke/dormans-instant-coffee-1.6g-23,Quickmart
2026-04-22,maize flour,Lato Fino Pouch 500Ml,KES 60.00,No discount,https://www.quickmart.co.ke/lato-fino-pouch-500ml-28,Quickmart
2026-04-22,maize flour,Brookside Uht Whole Milk 1Ltr,KES 159.00,No discount,https://www.quickmart.co.ke/brookside-uht-whole-milk-1ltr-23,Quickmart
2026-04-22,maize flour,Fresh White Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/fresh-white-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Menengai Cream Bar Soap 1Kg,KES 230.00,No discount,https://www.quickmart.co.ke/menengai-cream-bar-soap-1kg-29,Quickmart
2026-04-22,maize flour,Kabras Sugar White 2Kg,KES 305.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-2kg-31,Quickmart
2026-04-22,maize flour,Tuzo Esl Milk 450Ml,KES 47.00,KES 52.00,https://www.quickmart.co.ke/tuzo-esl-milk-450ml-45,Quickmart
2026-04-22,maize flour,Brown Chapati Per Pc,KES 35.00,No discount,https://www.quickmart.co.ke/brown-chapati-per-pc-28,Quickmart
2026-04-22,maize flour,Velvex Extra White Tissue 10Pck,KES 299.00,KES 455.00,https://www.quickmart.co.ke/velvex-extra-white-tissue-10pck-17,Quickmart
2026-04-22,maize flour,Nestle Nescafe Classic Sachet 1.6G/1.5G,KES 10.00,No discount,https://www.quickmart.co.ke/nestle-nescafe-classic-sachet-1.6g/1.5g-19,Quickmart
2026-04-22,maize flour,Tuzo Uht Whole Milk 250Ml,KES 40.00,No discount,https://www.quickmart.co.ke/tuzo-uht-whole-milk-250ml-23,Quickmart
2026-04-22,maize flour,Beef Samosa(Plain/Chili) Per Pc,KES 55.00,No discount,https://www.quickmart.co.ke/beef-samosa(plain/chili)-per-pc-28,Quickmart
2026-04-22,maize flour,Pembe Home Baking Flour 2Kg,KES 175.00,No discount,https://www.quickmart.co.ke/pembe-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Ajab Home Baking Flour 2Kg,KES 172.00,No discount,https://www.quickmart.co.ke/ajab-home-baking-flour-2kg-31,Quickmart
2026-04-22,maize flour,Beef Boerewores Per Pc,KES 119.00,No discount,https://www.quickmart.co.ke/beef-boerewores-per-pc-28,Quickmart
2026-04-22,maize flour,Exe All Purpose Flour 2Kg,KES 174.00,No discount,https://www.quickmart.co.ke/exe-all-purpose-flour-2kg-31,Quickmart
2026-04-22,maize flour,Hitbrand Chip Exercise Book 120Pgs Sl A5,KES 58.00,No discount,https://www.quickmart.co.ke/hitbrand-chip-exercise-book-120pgs-sl-a5-35,Quickmart
2026-04-22,maize flour,Kabras Sugar White 1Kg,KES 155.00,No discount,https://www.quickmart.co.ke/kabras-sugar-white-1kg-31,Quickmart
2026-04-22,maize flour,Daima Maziwa Bora Uht Fino 500Ml,KES 49.00,KES 60.00,https://www.quickmart.co.ke/daima-maziwa-bora-uht-fino-500ml-23,Quickmart
2026-04-22,maize flour,Packed Mandazi(3Pc),KES 60.00,No discount,https://www.quickmart.co.ke/packed-mandazi(3pc)-28,Quickmart
2026-04-22,maize flour,Budget Bread White(800Gm),KES 119.00,No discount,https://www.quickmart.co.ke/budget-bread-white(800gm)-28,Quickmart
2026-04-22,maize flour,Chicken Spring Roll Per Pc,KES 85.00,No discount,https://www.quickmart.co.ke/chicken-spring-roll-per-pc-28,Quickmart
2026-04-22,maize flour,Rina Vegetable Oil 5L,"KES 1,499.00",No discount,https://www.quickmart.co.ke/rina-vegetable-oil-5l-32,Quickmart
